1,400,105
2,363,102
3,348,103
4,326,104
5,319,103
6,305,102
7,292,104
8,278,107
9,267,107
10,261,109
11,253,109
12,244,109
13,238,109
14,223,113
15,212,110
16,309,108
17,301,102
18,293,101
19,278,102
20,266,103
21,257,100
22,252,96
23,244,96
24,234,91
25,225,88
26,218,86
27,214,87
28,210,84
29,204,78
30,197,74
31,245,72
32,237,69
33,232,67
34,224,65
35,215,65
36,211,64
37,208,63
38,201,65
39,198,63
40,195,64
41,192,62
42,193,63
43,192,60
44,190,60
45,184,59
46,204,58
47,199,58
48,197,56
49,195,56
50,191,53
51,191,54
52,189,52
53,188,52
54,187,48
55,181,48
56,176,45
57,173,45
58,171,46
59,167,46
60,164,45
61,194,47
62,192,47
63,188,45
64,184,45
65,182,45
66,180,44
67,176,43
68,174,40
69,174,40
70,171,39
71,171,35
72,168,35
73,166,34
74,166,34
75,165,33
76,198,33
77,199,33
78,197,33
79,195,33
80,195,35
81,193,35
82,192,34
83,189,34
84,189,32
85,188,32
86,189,33
87,188,32
88,184,31
89,184,29
90,184,28
91,218,30
92,219,28
93,218,26
94,217,25
95,217,24
96,216,23
97,217,21
98,216,21
99,217,21
100,217,21
101,219,19
102,220,19
103,219,18
104,220,18
105,221,18
106,267,17
107,269,16
108,267,15
109,267,15
110,268,15
111,263,15
112,263,15
113,262,15
114,264,15
115,263,14
116,267,15
117,265,16
118,264,16
119,264,16
120,264,16
121,317,17
122,320,16
123,321,17
124,321,17
125,322,17
126,321,17
127,318,17
128,318,18
129,321,18
130,321,17
131,326,15
132,327,15
133,325,14
134,326,14
135,326,14
136,381,15
137,385,14
138,386,13
139,385,13
140,386,13
141,385,13
142,384,13
143,382,13
144,384,13
145,387,13
146,392,11
147,394,12
148,393,11
149,393,11
150,392,11
151,459,13
152,465,13
153,465,14
154,462,14
155,463,14
156,462,14
157,461,13
158,461,13
159,465,13
160,468,11
161,473,10
162,474,10
163,474,10
164,476,10
165,478,10
166,568,11
167,574,11
168,576,11
169,575,11
170,577,12
171,575,11
172,573,11
173,572,10
174,576,9
175,577,9
176,586,8
177,587,8
178,586,8
179,587,8
180,588,8
181,709,8
182,718,8
183,718,9
184,712,9
185,711,9
186,711,9
187,709,9
188,706,9
189,708,9
190,711,9
191,722,9
192,722,9
193,722,9
194,723,10
195,724,10
196,866,10
197,874,10
198,876,10
199,872,10
200,875,11
201,874,11
202,870,11
203,867,10
204,869,10
205,870,10
206,880,10
207,881,10
208,879,10
209,879,10
210,882,10
211,998,10
212,1000,10
213,1000,11
214,999,11
215,1000,11
216,998,11
217,996,11
218,994,11
219,1000,11
220,1000,11
221,1000,11
222,1000,11
223,999,11
224,1000,12
225,1000,12
226,996,12
227,1000,12
228,1000,12
229,996,12
230,1000,13
231,1000,13
232,999,13
233,996,13
234,1000,13
235,1000,13
236,1000,13
237,1000,13
238,999,13
239,997,13
240,998,12
241,995,12
242,999,12
243,1000,12
244,999,12
245,999,12
246,998,12
247,996,12
248,995,12
249,999,12
250,1000,11
251,999,11
252,1000,11
253,996,11
254,999,12
255,1000,12
256,984,12
257,1000,12
258,1000,12
259,998,12
260,1000,13
261,999,14
262,998,14
263,994,13
264,999,13
265,999,13
266,997,13
267,998,14
268,996,14
269,997,14
270,1000,14
271,965,15
272,980,15
273,983,16
274,981,15
275,986,15
276,984,15
277,980,15
278,979,15
279,991,15
280,997,15
281,995,15
282,991,15
283,988,15
284,993,16
285,998,16
286,936,16
287,956,16
288,962,16
289,957,16
290,962,18
291,960,19
292,956,19
293,955,19
294,964,18
295,974,18
296,992,18
297,992,19
298,989,19
299,995,19
300,997,17
301,935,18
302,953,18
303,958,19
304,956,19
305,962,19
306,959,19
307,953,19
308,949,19
309,955,19
310,955,19
311,970,19
312,976,19
313,973,19
314,973,20
315,975,20
316,926,20
317,954,20
318,957,20
319,951,20
320,957,22
321,953,23
322,947,23
323,945,23
324,964,23
325,970,23
326,978,23
327,980,24
328,975,24
329,978,24
330,983,24
331,896,25
332,928,25
333,936,26
334,923,26
335,933,26
336,923,26
337,912,26
338,908,26
339,928,26
340,941,25
341,954,23
342,955,23
343,945,23
344,956,25
345,960,25
346,886,25
347,920,25
348,932,25
349,923,25
350,936,27
351,928,28
